
Intersection : 7
Signal Groups : 2, 4

1694526462275, 0, 2, 0, 0, 0, 0, 0, 0, 0, 0;
1694526462375, 0, 2, 0, 0, 0, 0, 0, 0, 0, 0;
1694526462675, 0, 2, 0, 0, 0, 0, 0, 0, 0, 0;
1694526462775, 0, 2, 0, 0, 0, 0, 0, 0, 0, 0;
1694526462975, 0, 2, 0, 0, 0, 0, 0, 0, 0, 0;
1694526463175, 0, 2, 0, 0, 0, 0, 0, 0, 0, 0;
1694526463375, 0, 2, 0, 0, 0, 0, 0, 0, 0, 0;
1694526463575, 0, 2, 0, 0, 0, 0, 0, 0, 0, 0;
1694526463875, 0, 2, 0, 0, 0, 0, 0, 0, 0, 0;
1694526463975, 0, 2, 0, 0, 0, 0, 0, 0, 0, 0;
1694526464175, 0, 2, 0, 0, 0, 0, 0, 0, 0, 0;
1694526464375, 0, 2, 0, 0, 0, 0, 0, 0, 0, 0;
1694526464675, 0, 2, 0, 0, 0, 0, 0, 0, 0, 0;
1694526464775, 0, 2, 0, 0, 0, 0, 0, 0, 0, 0;
1694526464975, 0, 2, 0, 0, 0, 0, 0, 0, 0, 0;
1694526465175, 0, 2, 0, 0, 0, 0, 0, 0, 0, 0;
1694526465476, 0, 2, 0, 0, 0, 0, 0, 0, 0, 0;
1694526465575, 0, 2, 0, 0, 0, 0, 0, 0, 0, 0;
1694526465775, 0, 2, 0, 0, 0, 0, 0, 0, 0, 0;
1694526465975, 0, 2, 0, 0, 0, 0, 0, 0, 0, 0;
1694526466175, 0, 2, 0, 0, 0, 0, 0, 0, 0, 0;
1694526466375, 0, 2, 0, 0, 0, 0, 0, 0, 0, 0;
1694526466575, 0, 2, 0, 0, 0, 0, 0, 0, 0, 0;
1694526466775, 0, 2, 0, 0, 0, 0, 0, 0, 0, 0;
1694526466975, 0, 2, 0, 0, 0, 0, 0, 0, 0, 0;
1694526467175, 0, 2, 0, 0, 0, 0, 0, 0, 0, 0;
1694526467375, 0, 2, 0, 0, 0, 0, 0, 0, 0, 0;
1694526467675, 0, 2, 0, 0, 0, 0, 0, 0, 0, 0;
1694526467775, 0, 2, 0, 0, 0, 0, 0, 0, 0, 0;
1694526467975, 0, 2, 0, 0, 0, 0, 0, 0, 0, 0;
1694526468276, 0, 2, 0, 0, 0, 0, 0, 0, 0, 0;
1694526468477, 0, 2, 0, 0, 0, 0, 0, 0, 0, 0;
1694526468675, 0, 2, 0, 0, 0, 0, 0, 0, 0, 0;
1694526468775, 0, 2, 0, 0, 0, 0, 0, 0, 0, 0;
1694526468976, 0, 2, 0, 0, 0, 0, 0, 0, 0, 0;
1694526469276, 0, 2, 0, 0, 0, 0, 0, 0, 0, 0;
1694526469477, 0, 2, 0, 0, 0, 0, 0, 0, 0, 0;
1694526469676, 0, 2, 0, 0, 0, 0, 0, 0, 0, 0;
1694526469876, 0, 2, 0, 0, 0, 0, 0, 0, 0, 0;
1694526470076, 0, 2, 0, 0, 0, 0, 0, 0, 0, 0;
1694526470276, 0, 2, 0, 0, 0, 0, 0, 0, 0, 0;
1694526470477, 0, 2, 0, 0, 0, 0, 0, 0, 0, 0;
1694526470676, 0, 2, 0, 0, 0, 0, 0, 0, 0, 0;
1694526470876, 0, 2, 0, 0, 0, 0, 0, 0, 0, 0;
1694526471076, 0, 2, 0, 0, 0, 0, 0, 0, 0, 0;
1694526471176, 0, 2, 0, 0, 0, 0, 0, 0, 0, 0;
1694526471376, 0, 2, 0, 0, 0, 0, 0, 0, 0, 0;
1694526471676, 0, 2, 0, 0, 0, 0, 0, 0, 0, 0;
1694526471876, 0, 2, 0, 0, 0, 0, 0, 0, 0, 0;
1694526472076, 0, 2, 0, 0, 0, 0, 0, 0, 0, 0;
1694526472176, 0, 2, 0, 0, 0, 0, 0, 0, 0, 0;
1694526472376, 0, 2, 0, 0, 0, 0, 0, 0, 0, 0;
1694526472576, 0, 2, 0, 0, 0, 0, 0, 0, 0, 0;
1694526472776, 0, 2, 0, 0, 0, 0, 0, 0, 0, 0;
1694526473076, 0, 2, 0, 0, 0, 0, 0, 0, 0, 0;
1694526473176, 0, 2, 0, 0, 0, 0, 0, 0, 0, 0;
1694526473376, 0, 2, 0, 0, 0, 0, 0, 0, 0, 0;
1694526473576, 0, 2, 0, 0, 0, 0, 0, 0, 0, 0;
1694526473776, 0, 2, 0, 0, 0, 0, 0, 0, 0, 0;
1694526473976, 0, 2, 0, 0, 0, 0, 0, 0, 0, 0;
1694526474176, 0, 2, 0, 0, 0, 0, 0, 0, 0, 0;
1694526474376, 0, 2, 0, 0, 0, 0, 0, 0, 0, 0;
1694526474576, 0, 2, 0, 0, 0, 0, 0, 0, 0, 0;
1694526474676, 0, 2, 0, 0, 0, 0, 0, 0, 0, 0;
1694526474976, 0, 2, 0, 0, 0, 0, 0, 0, 0, 0;
1694526475076, 0, 2, 0, 0, 0, 0, 0, 0, 0, 0;
1694526475276, 0, 2, 0, 0, 0, 0, 0, 0, 0, 0;
1694526475477, 0, 2, 0, 0, 0, 0, 0, 0, 0, 0;
1694526475776, 0, 2, 0, 0, 0, 0, 0, 0, 0, 0;
1694526475876, 0, 2, 0, 0, 0, 0, 0, 0, 0, 0;
